,name,year,hurricane_id,time,status,max_wind,air_pressure,latitude,longitude,norm_damage_usd,damage_usd,name_year,lat_lon
19442,Ike,2008,586,600,TS,55,979,20.03,-48.13,35,38,Ike_2008,"20.03,-48.13"
19417,Ike,2008,586,1800,HU,95,0,27.08,-93.03,35,38,Ike_2008,"27.08,-93.03"
19440,Ike,2008,586,1800,TS,55,975,19.05,-45.13,35,38,Ike_2008,"19.05,-45.13"
19436,Ike,2008,586,1800,TS,45,994,17.08,-39.15,35,38,Ike_2008,"17.08,-39.15"
19404,Ike,2008,586,1800,HU,85,0,24.03,-85.13,35,38,Ike_2008,"24.03,-85.13"
19460,Ike,2008,586,1200,HU,105,0,23.08,-61.15,35,38,Ike_2008,"23.08,-61.15"
19458,Ike,2008,586,0,HU,100,1008,22.13,-64.15,35,38,Ike_2008,"22.13,-64.15"
19405,Ike,2008,586,1200,HU,85,0,25.08,-88.0,35,38,Ike_2008,"25.08,-88.0"
19416,Ike,2008,586,1200,HU,95,1006,26.15,-92.03,35,38,Ike_2008,"26.15,-92.03"
19437,Ike,2008,586,0,TS,45,1000,17.13,-41.05,35,38,Ike_2008,"17.13,-41.05"
19434,Ike,2008,586,600,TD,30,993,17.03,-37.0,35,38,Ike_2008,"17.03,-37.0"
19441,Ike,2008,586,600,HU,100,0,21.02,-76.08,35,38,Ike_2008,"21.02,-76.08"
19431,Ike,2008,586,1200,HU,85,0,21.02,-77.13,35,38,Ike_2008,"21.02,-77.13"
18150,Wilma,2005,544,1200,HU,65,1007,16.03,-80.05,31,27,Wilma_2005,"16.03,-80.05"
18113,Wilma,2005,544,1800,HU,105,0,28.0,-78.13,31,27,Wilma_2005,"28.0,-78.13"
18130,Wilma,2005,544,0,TD,25,1005,17.1,-78.13,31,27,Wilma_2005,"17.1,-78.13"
18148,Wilma,2005,544,1800,HU,130,0,18.1,-85.08,31,27,Wilma_2005,"18.1,-85.08"
18138,Wilma,2005,544,600,TS,60,980,15.12,-79.15,31,27,Wilma_2005,"15.12,-79.15"
18117,Wilma,2005,544,0,HU,110,0,30.02,-76.0,31,27,Wilma_2005,"30.02,-76.0"
18108,Wilma,2005,544,1800,HU,90,0,23.02,-85.07,31,27,Wilma_2005,"23.02,-85.07"
18143,Wilma,2005,544,1200,HU,160,1012,17.05,-82.13,31,27,Wilma_2005,"17.05,-82.13"
18134,Wilma,2005,544,0,TD,30,957,17.07,-79.1,31,27,Wilma_2005,"17.07,-79.1"
18146,Wilma,2005,544,600,HU,130,0,18.02,-84.12,31,27,Wilma_2005,"18.02,-84.12"
18131,Wilma,2005,544,600,TD,30,994,17.08,-79.0,31,27,Wilma_2005,"17.08,-79.0"
18133,Wilma,2005,544,1800,TD,30,1004,17.08,-79.07,31,27,Wilma_2005,"17.08,-79.07"
18126,Wilma,2005,544,1200,HU,90,1009,36.13,-67.15,31,27,Wilma_2005,"36.13,-67.15"
18147,Wilma,2005,544,1200,HU,130,0,18.05,-85.03,31,27,Wilma_2005,"18.05,-85.03"
18142,Wilma,2005,544,600,HU,150,0,17.0,-82.03,31,27,Wilma_2005,"17.0,-82.03"
18135,Wilma,2005,544,600,TS,35,1000,16.15,-79.1,31,27,Wilma_2005,"16.15,-79.1"
18129,Wilma,2005,544,1800,TD,25,1004,17.1,-78.08,31,27,Wilma_2005,"17.1,-78.08"
18140,Wilma,2005,544,1800,HU,75,965,16.1,-81.02,31,27,Wilma_2005,"16.1,-81.02"
18119,Wilma,2005,544,1800,HU,75,1006,40.08,-63.08,31,27,Wilma_2005,"40.08,-63.08"
18145,Wilma,2005,544,0,HU,135,0,17.15,-84.0,31,27,Wilma_2005,"17.15,-84.0"
18121,Wilma,2005,544,600,EX,55,940,44.0,-57.08,31,27,Wilma_2005,"44.0,-57.08"
18120,Wilma,2005,544,0,EX,60,1006,42.08,-60.0,31,27,Wilma_2005,"42.08,-60.0"
18141,Wilma,2005,544,0,HU,130,0,16.1,-81.13,31,27,Wilma_2005,"16.1,-81.13"
18144,Wilma,2005,544,1800,HU,140,0,17.07,-83.07,31,27,Wilma_2005,"17.07,-83.07"
18111,Wilma,2005,544,1800,HU,85,991,21.05,-87.02,31,27,Wilma_2005,"21.05,-87.02"
18132,Wilma,2005,544,1200,TD,30,1007,17.08,-79.03,31,27,Wilma_2005,"17.08,-79.03"
18116,Wilma,2005,544,2145,HU,130,0,20.1,-86.13,31,27,Wilma_2005,"20.1,-86.13"
18107,Wilma,2005,544,1200,HU,100,1006,21.0,-87.02,31,27,Wilma_2005,"21.0,-87.02"
18125,Wilma,2005,544,1800,HU,120,0,20.05,-86.12,31,27,Wilma_2005,"20.05,-86.12"
18137,Wilma,2005,544,0,TS,55,1000,15.13,-79.15,31,27,Wilma_2005,"15.13,-79.15"
18103,Wilma,2005,544,1200,HU,85,0,22.07,-86.02,31,27,Wilma_2005,"22.07,-86.02"
18106,Wilma,2005,544,600,HU,110,900,20.13,-87.0,31,27,Wilma_2005,"20.13,-87.0"
18105,Wilma,2005,544,0,HU,85,0,21.1,-87.0,31,27,Wilma_2005,"21.1,-87.0"
18118,Wilma,2005,544,600,HU,100,984,33.05,-72.0,31,27,Wilma_2005,"33.05,-72.0"
18149,Wilma,2005,544,0,HU,130,975,19.02,-85.13,31,27,Wilma_2005,"19.02,-85.13"
18139,Wilma,2005,544,1800,TS,45,987,16.0,-79.13,31,27,Wilma_2005,"16.0,-79.13"
18122,Wilma,2005,544,1200,EX,50,1010,45.0,-55.0,31,27,Wilma_2005,"45.0,-55.0"
18109,Wilma,2005,544,330,HU,115,968,20.13,-86.15,31,27,Wilma_2005,"20.13,-86.15"
18110,Wilma,2005,544,0,HU,120,0,20.1,-86.13,31,27,Wilma_2005,"20.1,-86.13"
18136,Wilma,2005,544,1200,TS,40,1005,16.05,-79.12,31,27,Wilma_2005,"16.05,-79.12"
18124,Wilma,2005,544,600,HU,110,959,25.0,-83.02,31,27,Wilma_2005,"25.0,-83.02"
18123,Wilma,2005,544,1800,EX,40,1000,45.08,-52.0,31,27,Wilma_2005,"45.08,-52.0"
18127,Wilma,2005,544,600,HU,130,0,19.08,-86.02,31,27,Wilma_2005,"19.08,-86.02"
18104,Wilma,2005,544,600,HU,85,1012,21.13,-86.13,31,27,Wilma_2005,"21.13,-86.13"
18128,Wilma,2005,544,1200,HU,125,0,20.02,-86.07,31,27,Wilma_2005,"20.02,-86.07"
18115,Wilma,2005,544,1200,HU,95,993,26.03,-81.0,31,27,Wilma_2005,"26.03,-81.0"
18112,Wilma,2005,544,0,HU,95,0,24.0,-84.05,31,27,Wilma_2005,"24.0,-84.05"
18114,Wilma,2005,544,1030,HU,105,0,25.15,-81.12,31,27,Wilma_2005,"25.15,-81.12"
23591,Irma,2017,725,0,HU,125,1001,16.1,-55.02,31,77,Irma_2017,"16.1,-55.02"
23598,Irma,2017,725,1200,HU,100,1000,17.15,-47.15,31,77,Irma_2017,"17.15,-47.15"
23534,Irma,2017,725,1200,HU,110,0,22.12,-79.05,31,77,Irma_2017,"22.12,-79.05"
23549,Irma,2017,725,1200,TS,50,960,29.1,-82.12,31,77,Irma_2017,"29.1,-82.12"
23594,Irma,2017,725,1200,HU,110,1007,16.13,-52.1,31,77,Irma_2017,"16.13,-52.1"
23581,Irma,2017,725,600,HU,100,975,19.02,-41.02,31,77,Irma_2017,"19.02,-41.02"
23593,Irma,2017,725,1800,HU,115,0,16.12,-53.15,31,77,Irma_2017,"16.12,-53.15"
23555,Irma,2017,725,600,HU,65,0,28.03,-82.03,31,77,Irma_2017,"28.03,-82.03"
23597,Irma,2017,725,1800,HU,100,999,17.1,-49.03,31,77,Irma_2017,"17.1,-49.03"
23595,Irma,2017,725,600,HU,105,0,17.0,-51.08,31,77,Irma_2017,"17.0,-51.08"
23554,Irma,2017,725,0,HU,80,0,26.13,-81.12,31,77,Irma_2017,"26.13,-81.12"
23580,Irma,2017,725,0,HU,100,0,19.02,-39.12,31,77,Irma_2017,"19.02,-39.12"
23575,Irma,2017,725,1800,HU,95,1010,17.02,-34.03,31,77,Irma_2017,"17.02,-34.03"
23579,Irma,2017,725,1800,HU,100,1004,18.13,-38.08,31,77,Irma_2017,"18.13,-38.08"
23596,Irma,2017,725,0,HU,100,0,17.05,-50.07,31,77,Irma_2017,"17.05,-50.07"
23578,Irma,2017,725,1200,HU,100,1006,18.07,-37.05,31,77,Irma_2017,"18.07,-37.05"
23577,Irma,2017,725,600,HU,100,1009,17.15,-36.02,31,77,Irma_2017,"17.15,-36.02"
23576,Irma,2017,725,0,HU,100,988,17.08,-35.02,31,77,Irma_2017,"17.08,-35.02"
23545,Irma,2017,725,1800,HU,95,0,23.02,-80.03,31,77,Irma_2017,"23.02,-80.03"
23539,Irma,2017,725,1200,HU,135,1004,21.13,-74.12,31,77,Irma_2017,"21.13,-74.12"
23573,Irma,2017,725,0,TS,55,1008,16.05,-31.12,31,77,Irma_2017,"16.05,-31.12"
23566,Irma,2017,725,1200,LO,20,1001,33.13,-86.15,31,77,Irma_2017,"33.13,-86.15"
23567,Irma,2017,725,1115,HU,155,0,18.02,-63.02,31,77,Irma_2017,"18.02,-63.02"
23550,Irma,2017,725,1200,HU,115,965,24.08,-81.08,31,77,Irma_2017,"24.08,-81.08"
23551,Irma,2017,725,1300,HU,115,0,24.12,-81.08,31,77,Irma_2017,"24.12,-81.08"
23535,Irma,2017,725,600,HU,130,959,22.07,-78.05,31,77,Irma_2017,"22.07,-78.05"
23568,Irma,2017,725,1200,HU,155,1013,18.02,-63.05,31,77,Irma_2017,"18.02,-63.05"
23565,Irma,2017,725,1630,HU,155,0,18.08,-64.07,31,77,Irma_2017,"18.08,-64.07"
23564,Irma,2017,725,600,HU,115,0,23.12,-81.05,31,77,Irma_2017,"23.12,-81.05"
23587,Irma,2017,725,0,HU,155,0,17.05,-60.1,31,77,Irma_2017,"17.05,-60.1"
23589,Irma,2017,725,1200,HU,150,0,16.12,-57.13,31,77,Irma_2017,"16.12,-57.13"
23546,Irma,2017,725,0,HU,150,0,19.03,-66.03,31,77,Irma_2017,"19.03,-66.03"
23563,Irma,2017,725,1800,HU,150,0,18.1,-64.12,31,77,Irma_2017,"18.1,-64.12"
23540,Irma,2017,725,0,HU,140,0,21.02,-71.13,31,77,Irma_2017,"21.02,-71.13"
23557,Irma,2017,725,0,TS,35,1013,31.15,-84.07,31,77,Irma_2017,"31.15,-84.07"
23599,Irma,2017,725,600,HU,95,1004,18.03,-46.12,31,77,Irma_2017,"18.03,-46.12"
23544,Irma,2017,725,600,HU,145,0,19.12,-67.1,31,77,Irma_2017,"19.12,-67.1"
23588,Irma,2017,725,1800,HU,155,0,16.15,-59.03,31,77,Irma_2017,"16.15,-59.03"
23547,Irma,2017,725,600,HU,135,990,21.08,-73.03,31,77,Irma_2017,"21.08,-73.03"
23574,Irma,2017,725,600,HU,65,1007,16.07,-32.08,31,77,Irma_2017,"16.07,-32.08"
23538,Irma,2017,725,1800,HU,140,996,22.0,-76.0,31,77,Irma_2017,"22.0,-76.0"
23536,Irma,2017,725,300,HU,145,1003,22.05,-77.15,31,77,Irma_2017,"22.05,-77.15"
23537,Irma,2017,725,0,HU,145,0,22.02,-77.03,31,77,Irma_2017,"22.02,-77.03"
23541,Irma,2017,725,500,HU,135,990,21.08,-73.0,31,77,Irma_2017,"21.08,-73.0"
23558,Irma,2017,725,600,LO,25,970,32.15,-85.1,31,77,Irma_2017,"32.15,-85.1"
23542,Irma,2017,725,1800,HU,145,0,20.12,-70.07,31,77,Irma_2017,"20.12,-70.07"
23592,Irma,2017,725,600,HU,155,0,17.12,-61.15,31,77,Irma_2017,"17.12,-61.15"
23548,Irma,2017,725,0,HU,100,974,23.07,-80.15,31,77,Irma_2017,"23.07,-80.15"
23586,Irma,2017,725,545,HU,155,1005,17.12,-61.13,31,77,Irma_2017,"17.12,-61.13"
23571,Irma,2017,725,1200,TS,45,980,16.05,-29.12,31,77,Irma_2017,"16.05,-29.12"
23585,Irma,2017,725,1800,HU,95,1006,18.12,-44.02,31,77,Irma_2017,"18.12,-44.02"
23584,Irma,2017,725,0,HU,95,1007,18.08,-45.08,31,77,Irma_2017,"18.08,-45.08"
23582,Irma,2017,725,1200,HU,95,1008,18.15,-42.1,31,77,Irma_2017,"18.15,-42.1"
23553,Irma,2017,725,1930,HU,100,0,25.15,-81.12,31,77,Irma_2017,"25.15,-81.12"
23552,Irma,2017,725,1800,HU,100,0,25.1,-81.12,31,77,Irma_2017,"25.1,-81.12"
23569,Irma,2017,725,0,TD,30,1009,16.02,-26.15,31,77,Irma_2017,"16.02,-26.15"
23556,Irma,2017,725,1800,TS,45,966,30.15,-83.08,31,77,Irma_2017,"30.15,-83.08"
23570,Irma,2017,725,600,TS,35,1005,16.03,-28.05,31,77,Irma_2017,"16.03,-28.05"
23543,Irma,2017,725,1200,HU,145,1012,20.03,-69.0,31,77,Irma_2017,"20.03,-69.0"
23560,Irma,2017,725,0,LO,15,986,35.1,-88.15,31,77,Irma_2017,"35.1,-88.15"
23583,Irma,2017,725,1200,HU,80,1012,16.12,-33.07,31,77,Irma_2017,"16.12,-33.07"
23590,Irma,2017,725,600,HU,135,0,16.1,-56.07,31,77,Irma_2017,"16.1,-56.07"
23559,Irma,2017,725,1800,LO,15,1010,34.13,-88.02,31,77,Irma_2017,"34.13,-88.02"
23561,Irma,2017,725,600,LO,15,998,36.03,-89.08,31,77,Irma_2017,"36.03,-89.08"
23562,Irma,2017,725,1200,LO,15,976,36.13,-90.02,31,77,Irma_2017,"36.13,-90.02"
23572,Irma,2017,725,1800,TS,50,986,16.05,-30.13,31,77,Irma_2017,"16.05,-30.13"
16895,Charley,2004,508,600,TS,35,1005,12.15,-65.05,26,16,Charley_2004,"12.15,-65.05"
16896,Charley,2004,508,1200,TS,40,983,13.13,-67.1,26,16,Charley_2004,"13.13,-67.1"
16886,Charley,2004,508,600,EX,35,1000,39.05,-73.13,26,16,Charley_2004,"39.05,-73.13"
16880,Charley,2004,508,2045,HU,125,0,26.15,-82.02,26,16,Charley_2004,"26.15,-82.02"
16889,Charley,2004,508,0,EX,40,971,36.15,-75.15,26,16,Charley_2004,"36.15,-75.15"
16893,Charley,2004,508,1200,TD,30,1002,11.07,-59.03,26,16,Charley_2004,"11.07,-59.03"
16899,Charley,2004,508,600,TS,55,1007,16.0,-73.12,26,16,Charley_2004,"16.0,-73.12"
16898,Charley,2004,508,1800,TD,30,986,11.12,-61.02,26,16,Charley_2004,"11.12,-61.02"
16878,Charley,2004,508,1800,HU,125,0,26.02,-82.07,26,16,Charley_2004,"26.02,-82.07"
16894,Charley,2004,508,0,TD,30,988,12.03,-63.03,26,16,Charley_2004,"12.03,-63.03"
16904,Charley,2004,508,0,TS,55,1009,15.1,-71.13,26,16,Charley_2004,"15.1,-71.13"
16897,Charley,2004,508,1800,TS,45,1005,14.15,-69.13,26,16,Charley_2004,"14.15,-69.13"
16885,Charley,2004,508,1800,TS,60,950,34.08,-78.02,26,16,Charley_2004,"34.08,-78.02"
16881,Charley,2004,508,0,HU,75,0,28.02,-81.1,26,16,Charley_2004,"28.02,-81.1"
16887,Charley,2004,508,1200,EX,30,975,41.03,-71.02,26,16,Charley_2004,"41.03,-71.02"
16892,Charley,2004,508,0,HU,90,985,21.12,-82.03,26,16,Charley_2004,"21.12,-82.03"
16903,Charley,2004,508,600,HU,75,990,18.03,-79.05,26,16,Charley_2004,"18.03,-79.05"
16884,Charley,2004,508,1600,HU,65,978,33.13,-78.12,26,16,Charley_2004,"33.13,-78.12"
16883,Charley,2004,508,1200,HU,65,987,32.05,-79.12,26,16,Charley_2004,"32.05,-79.12"
16876,Charley,2004,508,600,HU,105,957,23.0,-82.1,26,16,Charley_2004,"23.0,-82.1"
16905,Charley,2004,508,1200,HU,80,1003,19.03,-80.12,26,16,Charley_2004,"19.03,-80.12"
16891,Charley,2004,508,1800,HU,90,1009,20.08,-81.1,26,16,Charley_2004,"20.08,-81.1"
16890,Charley,2004,508,430,HU,105,983,22.12,-82.1,26,16,Charley_2004,"22.12,-82.1"
16879,Charley,2004,508,1945,HU,130,0,26.1,-82.03,26,16,Charley_2004,"26.1,-82.03"
16902,Charley,2004,508,0,HU,65,979,17.07,-78.02,26,16,Charley_2004,"17.07,-78.02"
16882,Charley,2004,508,1400,HU,70,974,33.0,-79.07,26,16,Charley_2004,"33.0,-79.07"
16877,Charley,2004,508,1200,HU,95,1000,24.07,-82.15,26,16,Charley_2004,"24.07,-82.15"
16888,Charley,2004,508,600,HU,75,949,30.02,-80.13,26,16,Charley_2004,"30.02,-80.13"
16901,Charley,2004,508,1800,HU,65,945,16.12,-76.13,26,16,Charley_2004,"16.12,-76.13"
16900,Charley,2004,508,1200,TS,60,974,16.05,-75.07,26,16,Charley_2004,"16.05,-75.07"
5814,Camille,1969,162,1200,HU,75,0,32.0,-89.15,26,1,Camille_1969,"32.0,-89.15"
5800,Camille,1969,162,0,TS,35,990,34.12,-90.0,26,1,Camille_1969,"34.12,-90.0"
5799,Camille,1969,162,1800,TS,50,0,33.07,-90.02,26,1,Camille_1969,"33.07,-90.02"
5833,Camille,1969,162,1200,HU,140,952,27.0,-88.05,26,1,Camille_1969,"27.0,-88.05"
5815,Camille,1969,162,1200,TD,30,0,37.03,-77.05,26,1,Camille_1969,"37.03,-77.05"
5817,Camille,1969,162,0,HU,90,985,22.05,-84.07,26,1,Camille_1969,"22.05,-84.07"
5835,Camille,1969,162,2200,HU,95,0,21.15,-84.05,26,1,Camille_1969,"21.15,-84.05"
5832,Camille,1969,162,600,HU,145,952,26.0,-87.12,26,1,Camille_1969,"26.0,-87.12"
5801,Camille,1969,162,600,TD,30,0,36.0,-89.05,26,1,Camille_1969,"36.0,-89.05"
5808,Camille,1969,162,0,TS,50,938,36.12,-73.1,26,1,Camille_1969,"36.12,-73.1"
5802,Camille,1969,162,1200,TD,30,0,37.0,-88.0,26,1,Camille_1969,"37.0,-88.0"
5803,Camille,1969,162,1800,TD,25,0,37.1,-86.0,26,1,Camille_1969,"37.1,-86.0"
5804,Camille,1969,162,0,TD,25,971,37.1,-84.0,26,1,Camille_1969,"37.1,-84.0"
5805,Camille,1969,162,600,TD,25,985,37.07,-80.1,26,1,Camille_1969,"37.07,-80.1"
5806,Camille,1969,162,1200,TS,60,0,37.02,-68.02,26,1,Camille_1969,"37.02,-68.02"
5828,Camille,1969,162,600,HU,105,0,23.02,-85.03,26,1,Camille_1969,"23.02,-85.03"
5809,Camille,1969,162,600,TS,55,0,36.12,-70.15,26,1,Camille_1969,"36.12,-70.15"
5810,Camille,1969,162,1800,TS,60,0,37.13,-64.12,26,1,Camille_1969,"37.13,-64.12"
5811,Camille,1969,162,0,TS,55,0,39.03,-61.13,26,1,Camille_1969,"39.03,-61.13"
5812,Camille,1969,162,600,TS,45,1001,40.13,-58.03,26,1,Camille_1969,"40.13,-58.03"
5813,Camille,1969,162,1200,EX,35,0,43.0,-54.0,26,1,Camille_1969,"43.0,-54.0"
5825,Camille,1969,162,1200,HU,90,0,20.1,-83.13,26,1,Camille_1969,"20.1,-83.13"
5829,Camille,1969,162,1200,HU,130,0,23.13,-86.0,26,1,Camille_1969,"23.13,-86.0"
5819,Camille,1969,162,0,TD,30,0,18.05,-79.12,26,1,Camille_1969,"18.05,-79.12"
5827,Camille,1969,162,600,HU,65,0,20.0,-83.05,26,1,Camille_1969,"20.0,-83.05"
5826,Camille,1969,162,1800,HU,95,1012,21.05,-84.02,26,1,Camille_1969,"21.05,-84.02"
5834,Camille,1969,162,1800,HU,135,0,28.03,-88.12,26,1,Camille_1969,"28.03,-88.12"
5823,Camille,1969,162,0,TS,55,1005,19.08,-82.12,26,1,Camille_1969,"19.08,-82.12"
5807,Camille,1969,162,1800,TS,45,963,37.0,-75.05,26,1,Camille_1969,"37.0,-75.05"
5822,Camille,1969,162,1800,TS,50,0,19.02,-82.0,26,1,Camille_1969,"19.02,-82.0"
5831,Camille,1969,162,0,HU,150,0,25.03,-87.03,26,1,Camille_1969,"25.03,-87.03"
5824,Camille,1969,162,400,HU,150,0,30.05,-89.07,26,1,Camille_1969,"30.05,-89.07"
5830,Camille,1969,162,1800,HU,150,1006,24.05,-86.1,26,1,Camille_1969,"24.05,-86.1"
5821,Camille,1969,162,1200,TS,45,963,18.13,-81.05,26,1,Camille_1969,"18.13,-81.05"
5816,Camille,1969,162,600,HU,115,996,30.12,-89.1,26,1,Camille_1969,"30.12,-89.1"
5818,Camille,1969,162,0,HU,140,0,29.07,-89.0,26,1,Camille_1969,"29.07,-89.0"
5820,Camille,1969,162,600,TS,35,0,18.08,-80.08,26,1,Camille_1969,"18.08,-80.08"
6801,Agnes,1972,192,1800,HU,65,988,29.1,-85.1,26,2,Agnes_1972,"29.1,-85.1"
6803,Agnes,1972,192,600,TD,30,1013,31.07,-84.12,26,2,Agnes_1972,"31.07,-84.12"
6799,Agnes,1972,192,1800,TD,30,997,32.15,-82.13,26,2,Agnes_1972,"32.15,-82.13"
